2020-06-10 04:18:47 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_003.csv,1981,13243
2020-06-10 04:18:54 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_004.csv,2580,18413
2020-06-10 04:19:00 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_005.csv,986,7989
2020-06-10 04:19:06 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_006.csv,1351,10049
2020-06-10 04:19:14 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_007.csv,2777,19554
2020-06-10 04:19:19 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_008.csv,1058,8549
2020-06-10 04:19:24 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_009.csv,1766,12144
2020-06-10 04:19:29 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_010.csv,1097,8840
2020-06-10 04:19:33 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_011.csv,986,8465
2020-06-10 04:19:39 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_012.csv,1589,12055
2020-06-10 04:19:44 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_013.csv,1214,10105
2020-06-10 04:19:51 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_014.csv,2120,15564
2020-06-10 04:19:56 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_015.csv,1354,9463
2020-06-10 04:20:03 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_016.csv,1680,11738
2020-06-10 04:20:09 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_017.csv,1836,12338
2020-06-10 04:20:16 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_018.csv,2584,16297
2020-06-10 04:20:22 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_019.csv,1852,12318
2020-06-10 04:20:31 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_020.csv,2090,14126
2020-06-10 04:20:37 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_021.csv,932,8136
2020-06-10 04:20:43 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_022.csv,2039,13894
2020-06-10 04:20:49 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_023.csv,1364,10804
2020-06-10 04:20:57 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_024.csv,1315,9453
2020-06-10 04:21:02 INFO  BatchJoin$:64 - Join result:diagonal_009.csv,uniform_025.csv,974,7840
2020-06-10 04:21:07 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_011.csv,45096,180274
2020-06-10 04:21:15 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_012.csv,45688,191709
2020-06-10 04:21:21 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_013.csv,57279,217229
2020-06-10 04:21:29 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_014.csv,83120,260414
2020-06-10 04:21:34 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_015.csv,44826,179613
2020-06-10 04:21:49 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_016.csv,63397,245006
2020-06-10 04:22:04 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_017.csv,53107,178330
2020-06-10 04:22:12 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_018.csv,93147,283834
2020-06-10 04:22:19 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_019.csv,55430,236009
2020-06-10 04:22:27 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_020.csv,67880,237065
2020-06-10 04:22:35 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_021.csv,54773,230602
2020-06-10 04:22:42 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_022.csv,54997,178909
2020-06-10 04:22:49 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_023.csv,56682,185307
2020-06-10 04:22:58 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_024.csv,96834,339947
2020-06-10 04:23:04 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,diagonal_025.csv,58349,201691
2020-06-10 04:23:10 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_001.csv,error,error
2020-06-10 04:23:13 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_002.csv,error,error
2020-06-10 04:23:16 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_003.csv,error,error
2020-06-10 04:23:19 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_004.csv,error,error
2020-06-10 04:23:24 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_005.csv,error,error
2020-06-10 04:23:29 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_006.csv,error,error
2020-06-10 04:23:34 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_007.csv,error,error
2020-06-10 04:23:40 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_008.csv,error,error
2020-06-10 04:23:43 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_009.csv,error,error
2020-06-10 04:23:48 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_010.csv,error,error
2020-06-10 04:23:52 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_011.csv,error,error
2020-06-10 04:23:57 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_012.csv,error,error
2020-06-10 04:24:02 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_013.csv,error,error
2020-06-10 04:24:09 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_014.csv,error,error
2020-06-10 04:24:14 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_015.csv,error,error
2020-06-10 04:24:19 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_016.csv,error,error
2020-06-10 04:24:22 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_017.csv,error,error
2020-06-10 04:24:26 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_018.csv,error,error
2020-06-10 04:24:29 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_019.csv,error,error
2020-06-10 04:24:32 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_020.csv,error,error
2020-06-10 04:24:38 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_021.csv,error,error
2020-06-10 04:24:40 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_022.csv,error,error
2020-06-10 04:24:43 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_023.csv,error,error
2020-06-10 04:24:49 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_024.csv,error,error
2020-06-10 04:24:54 INFO  BatchJoin$:69 - Join result:diagonal_010.csv,gaussian_025.csv,error,error
2020-06-10 04:25:03 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_001.csv,31933,96729
2020-06-10 04:25:09 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_002.csv,32285,100467
2020-06-10 04:25:18 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_003.csv,34011,112638
2020-06-10 04:25:27 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_004.csv,33418,107303
2020-06-10 04:25:34 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_005.csv,31812,95331
2020-06-10 04:25:40 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_006.csv,31313,91223
2020-06-10 04:25:47 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_007.csv,32553,101706
2020-06-10 04:25:55 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_008.csv,35149,124394
2020-06-10 04:26:04 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_009.csv,33894,115669
2020-06-10 04:26:12 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_010.csv,32760,103900
2020-06-10 04:26:18 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_011.csv,31811,96170
2020-06-10 04:26:25 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_012.csv,31828,96474
2020-06-10 04:26:32 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_013.csv,32826,104845
2020-06-10 04:26:47 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_014.csv,34115,115825
2020-06-10 04:26:54 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_015.csv,32249,98194
2020-06-10 04:27:02 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_016.csv,33079,107773
2020-06-10 04:27:09 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_017.csv,32568,102719
2020-06-10 04:27:16 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_018.csv,32317,99964
2020-06-10 04:27:24 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_019.csv,33081,106793
2020-06-10 04:27:33 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_020.csv,32682,101538
2020-06-10 04:27:40 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_021.csv,31614,94559
2020-06-10 04:27:47 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_022.csv,31785,96342
2020-06-10 04:27:53 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_023.csv,32112,97122
2020-06-10 04:28:02 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_024.csv,34329,116284
2020-06-10 04:28:09 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,parcel_025.csv,33030,108038
2020-06-10 04:28:18 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_001.csv,3318,23064
2020-06-10 04:28:25 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_002.csv,2006,14207
2020-06-10 04:28:32 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_003.csv,3111,20249
2020-06-10 04:28:41 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_004.csv,3788,27460
2020-06-10 04:28:48 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_005.csv,1451,11643
2020-06-10 04:28:55 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_006.csv,2139,14946
2020-06-10 04:29:03 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_007.csv,4079,29044
2020-06-10 04:29:10 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_008.csv,1598,12833
2020-06-10 04:29:17 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_009.csv,3022,18541
2020-06-10 04:29:24 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_010.csv,1752,12904
2020-06-10 04:29:30 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_011.csv,1552,12551
2020-06-10 04:29:37 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_012.csv,2419,17949
2020-06-10 04:29:44 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_013.csv,1833,14922
2020-06-10 04:29:53 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_014.csv,3125,23107
2020-06-10 04:30:00 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_015.csv,2070,13704
2020-06-10 04:30:07 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_016.csv,2530,17323
2020-06-10 04:30:15 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_017.csv,2761,18174
2020-06-10 04:30:24 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_018.csv,3960,23917
2020-06-10 04:30:32 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_019.csv,2714,17930
2020-06-10 04:30:41 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_020.csv,3190,20992
2020-06-10 04:30:47 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_021.csv,1391,11621
2020-06-10 04:30:56 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_022.csv,3189,21067
2020-06-10 04:31:02 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_023.csv,2064,15837
2020-06-10 04:31:09 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_024.csv,2013,13746
2020-06-10 04:31:15 INFO  BatchJoin$:64 - Join result:diagonal_010.csv,uniform_025.csv,1553,10829
2020-06-10 04:31:20 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_012.csv,29701,156779
2020-06-10 04:31:25 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_013.csv,33998,162879
2020-06-10 04:31:30 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_014.csv,47761,180513
2020-06-10 04:31:34 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_015.csv,25776,135224
2020-06-10 04:31:40 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_016.csv,38328,190855
2020-06-10 04:31:45 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_017.csv,30924,128868
2020-06-10 04:31:50 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_018.csv,53184,195148
2020-06-10 04:31:55 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_019.csv,34623,185148
2020-06-10 04:32:00 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_020.csv,38826,170025
2020-06-10 04:32:05 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_021.csv,31375,161651
2020-06-10 04:32:09 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_022.csv,31428,126522
2020-06-10 04:32:14 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_023.csv,32623,134382
2020-06-10 04:32:19 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_024.csv,55577,240470
2020-06-10 04:32:23 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,diagonal_025.csv,34721,154768
2020-06-10 04:32:25 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_001.csv,error,error
2020-06-10 04:32:27 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_002.csv,error,error
2020-06-10 04:32:29 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_003.csv,error,error
2020-06-10 04:32:31 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_004.csv,error,error
2020-06-10 04:32:33 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_005.csv,error,error
2020-06-10 04:32:36 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_006.csv,error,error
2020-06-10 04:32:37 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_007.csv,error,error
2020-06-10 04:32:39 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_008.csv,error,error
2020-06-10 04:32:41 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_009.csv,error,error
2020-06-10 04:32:44 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_010.csv,error,error
2020-06-10 04:32:47 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_011.csv,error,error
2020-06-10 04:32:49 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_012.csv,error,error
2020-06-10 04:32:51 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_013.csv,error,error
2020-06-10 04:32:53 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_014.csv,error,error
2020-06-10 04:32:56 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_015.csv,error,error
2020-06-10 04:32:59 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_016.csv,error,error
2020-06-10 04:33:02 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_017.csv,error,error
2020-06-10 04:33:05 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_018.csv,error,error
2020-06-10 04:33:06 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_019.csv,error,error
2020-06-10 04:33:10 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_020.csv,error,error
2020-06-10 04:33:14 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_021.csv,error,error
2020-06-10 04:33:16 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_022.csv,error,error
2020-06-10 04:33:18 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_023.csv,error,error
2020-06-10 04:33:19 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_024.csv,error,error
2020-06-10 04:33:23 INFO  BatchJoin$:69 - Join result:diagonal_011.csv,gaussian_025.csv,error,error
2020-06-10 04:33:38 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_001.csv,15510,48302
2020-06-10 04:33:42 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_002.csv,15834,52960
2020-06-10 04:33:49 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_003.csv,16706,58575
2020-06-10 04:33:55 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_004.csv,16473,58304
2020-06-10 04:34:00 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_005.csv,15455,48117
2020-06-10 04:34:05 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_006.csv,15465,49002
2020-06-10 04:34:10 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_007.csv,15910,53404
2020-06-10 04:34:15 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_008.csv,17654,71507
2020-06-10 04:34:24 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_009.csv,16909,61528
2020-06-10 04:34:30 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_010.csv,16216,56290
2020-06-10 04:34:34 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_011.csv,15571,50443
2020-06-10 04:34:38 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_012.csv,15446,50695
2020-06-10 04:34:44 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_013.csv,15911,55332
2020-06-10 04:34:49 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_014.csv,17048,65131
2020-06-10 04:34:54 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_015.csv,15760,51175
2020-06-10 04:35:01 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_016.csv,16023,55957
2020-06-10 04:35:06 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_017.csv,15944,52976
2020-06-10 04:35:10 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_018.csv,15783,51984
2020-06-10 04:35:16 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_019.csv,16340,58490
2020-06-10 04:35:22 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_020.csv,15901,52187
2020-06-10 04:35:26 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_021.csv,15506,49134
2020-06-10 04:35:31 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_022.csv,15426,48117
2020-06-10 04:35:35 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_023.csv,15752,51654
2020-06-10 04:35:41 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_024.csv,17112,62520
2020-06-10 04:35:48 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,parcel_025.csv,16168,57611
2020-06-10 04:35:54 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_001.csv,1706,14466
2020-06-10 04:35:59 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_002.csv,1051,9710
2020-06-10 04:36:04 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_003.csv,1676,13722
2020-06-10 04:36:10 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_004.csv,1885,17265
2020-06-10 04:36:15 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_005.csv,815,8337
2020-06-10 04:36:19 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_006.csv,1120,10164
2020-06-10 04:36:30 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_007.csv,2090,17782
2020-06-10 04:36:35 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_008.csv,913,9019
2020-06-10 04:36:40 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_009.csv,1461,11699
2020-06-10 04:36:44 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_010.csv,930,8924
2020-06-10 04:36:48 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_011.csv,794,8437
2020-06-10 04:36:52 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_012.csv,1269,12004
2020-06-10 04:36:56 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_013.csv,912,10032
2020-06-10 04:37:03 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_014.csv,1609,15197
2020-06-10 04:37:07 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_015.csv,1224,9943
2020-06-10 04:37:13 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_016.csv,1317,11441
2020-06-10 04:37:18 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_017.csv,1592,12699
2020-06-10 04:37:24 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_018.csv,2033,15041
2020-06-10 04:37:30 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_019.csv,1562,12583
2020-06-10 04:37:36 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_020.csv,1771,13954
2020-06-10 04:37:41 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_021.csv,641,7709
2020-06-10 04:37:48 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_022.csv,1741,13674
2020-06-10 04:37:53 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_023.csv,1161,10690
2020-06-10 04:37:58 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_024.csv,1118,9361
2020-06-10 04:38:03 INFO  BatchJoin$:64 - Join result:diagonal_011.csv,uniform_025.csv,861,7984
2020-06-10 04:38:08 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_013.csv,37642,181045
2020-06-10 04:38:15 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_014.csv,47324,192194
2020-06-10 04:38:20 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_015.csv,27961,146667
2020-06-10 04:38:28 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_016.csv,42116,209629
2020-06-10 04:38:33 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_017.csv,30027,129824
2020-06-10 04:38:38 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_018.csv,51573,198580
2020-06-10 04:38:44 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_019.csv,41855,220335
2020-06-10 04:38:50 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_020.csv,39989,183231
2020-06-10 04:38:56 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_021.csv,35824,180907
2020-06-10 04:39:01 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_022.csv,31027,128795
2020-06-10 04:39:06 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_023.csv,31966,136604
2020-06-10 04:39:13 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_024.csv,57037,257413
2020-06-10 04:39:17 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,diagonal_025.csv,37138,168379
2020-06-10 04:39:20 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_001.csv,error,error
2020-06-10 04:39:24 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_002.csv,error,error
2020-06-10 04:39:27 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_003.csv,error,error
2020-06-10 04:39:30 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_004.csv,error,error
2020-06-10 04:39:34 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_005.csv,error,error
2020-06-10 04:39:36 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_006.csv,error,error
2020-06-10 04:39:40 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_007.csv,error,error
2020-06-10 04:39:44 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_008.csv,error,error
2020-06-10 04:39:48 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_009.csv,error,error
2020-06-10 04:39:50 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_010.csv,error,error
2020-06-10 04:39:54 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_011.csv,error,error
2020-06-10 04:39:56 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_012.csv,error,error
2020-06-10 04:39:58 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_013.csv,error,error
2020-06-10 04:40:00 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_014.csv,error,error
2020-06-10 04:40:03 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_015.csv,error,error
2020-06-10 04:40:05 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_016.csv,error,error
2020-06-10 04:40:07 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_017.csv,error,error
2020-06-10 04:40:10 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_018.csv,error,error
2020-06-10 04:40:12 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_019.csv,error,error
2020-06-10 04:40:17 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_020.csv,error,error
2020-06-10 04:40:22 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_021.csv,error,error
2020-06-10 04:40:25 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_022.csv,error,error
2020-06-10 04:40:28 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_023.csv,error,error
2020-06-10 04:40:32 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_024.csv,error,error
2020-06-10 04:40:35 INFO  BatchJoin$:69 - Join result:diagonal_012.csv,gaussian_025.csv,error,error
2020-06-10 04:40:42 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,parcel_001.csv,24403,74652
2020-06-10 04:40:56 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,parcel_002.csv,24851,79294
2020-06-10 04:41:05 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,parcel_003.csv,26100,88072
2020-06-10 04:41:12 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,parcel_004.csv,25648,84796
2020-06-10 04:41:18 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,parcel_005.csv,24348,74126
2020-06-10 04:41:23 INFO  BatchJoin$:64 - Join result:diagonal_012.csv,parcel_006.csv,24055,72537
