,dataset1,dataset2,result_size,dataset_name_x, cardinality_x, AVG area_x, AVG x_x, AVG y_x, num_vertices_x, E0_x, E2_x, E3_x, empty_cells _x,dataset_name_y, cardinality_y, AVG area_y, AVG x_y, AVG y_y, num_vertices_y, E0_y, E2_y, E3_y, empty_cells _y,bops,join_selectivity
415,Uniform_009.csv,Uniform_029.csv,2379,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2079321.0,4.475109362718844e-06
416,Uniform_010.csv,Uniform_029.csv,2876,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2456570.0,4.574357294370345e-06
417,Uniform_011.csv,Uniform_029.csv,1932,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,1827956.0,4.134141490376239e-06
418,Uniform_012.csv,Uniform_029.csv,2943,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2540336.0,4.526602775296307e-06
419,Uniform_013.csv,Uniform_029.csv,3230,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2751490.0,4.585904065027995e-06
420,Uniform_014.csv,Uniform_029.csv,1531,Uniform_014.csv,18532,7.970000000000001e-07,0.000752,0.00106,4,1.999,1.954,1.9369999999999998,0.58,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,1709605.0,3.499697412184294e-06
421,Uniform_015.csv,Uniform_029.csv,1773,Uniform_015.csv,21304,8.32e-07,0.0010199999999999999,0.000817,4,1.999,1.956,1.939,0.564,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,1962938.0,3.525536208406189e-06
422,Uniform_016.csv,Uniform_029.csv,2438,Uniform_016.csv,27017,9.8e-07,0.000755,0.0013,4,1.979,1.966,1.953,0.529,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2488336.0,3.82273484904906e-06
423,Uniform_017.csv,Uniform_029.csv,2990,Uniform_017.csv,28338,1.32e-06,0.000904,0.00146,4,2.0,1.9680000000000002,1.955,0.512,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2616860.0,4.469712501574191e-06
424,Uniform_018.csv,Uniform_029.csv,2540,Uniform_018.csv,23730,1.36e-06,0.00149,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.534,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2186658.0,4.5343347143774365e-06
425,Uniform_019.csv,Uniform_029.csv,1662,Uniform_019.csv,21709,7.39e-07,0.000909,0.0008119999999999999,4,1.4869999999999999,1.9580000000000002,1.942,0.565,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2000501.0,3.2431631593587307e-06
426,Uniform_020.csv,Uniform_029.csv,1930,Uniform_020.csv,29668,6.16e-07,0.000796,0.0007740000000000001,4,1.982,1.9680000000000002,1.956,0.5329999999999999,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2737732.0,2.7557932743131704e-06
427,Uniform_021.csv,Uniform_029.csv,2018,Uniform_021.csv,23557,9.5e-07,0.0008359999999999999,0.00114,4,2.0,1.96,1.945,0.547,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2170502.0,3.62893155576493e-06
428,Uniform_022.csv,Uniform_029.csv,2461,Uniform_022.csv,25684,1.1e-06,0.00116,0.000949,4,2.0,1.965,1.9509999999999998,0.532,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2371051.0,4.059070081657604e-06
429,Uniform_023.csv,Uniform_029.csv,1601,Uniform_023.csv,19381,8.76e-07,0.00109,0.000805,4,1.4980000000000002,1.954,1.9369999999999998,0.573,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,1790206.0,3.499393232316874e-06
430,Uniform_024.csv,Uniform_029.csv,2670,Uniform_024.csv,28602,1.12e-06,0.00109,0.00103,4,2.0,1.9680000000000002,1.955,0.519,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2636232.0,3.954507980028259e-06
431,Uniform_025.csv,Uniform_029.csv,1651,Uniform_025.csv,17331,1.26e-06,0.000926,0.0013599999999999999,4,1.999,1.9480000000000002,1.929,0.575,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,1599481.0,4.035534348965136e-06
432,Uniform_026.csv,Uniform_029.csv,1392,Uniform_026.csv,15785,9.770000000000001e-07,0.0009460000000000001,0.00103,4,1.9980000000000002,1.9469999999999998,1.9280000000000002,0.595,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,1456695.0,3.7357021835957535e-06
433,Uniform_027.csv,Uniform_029.csv,2355,Uniform_027.csv,22540,1.38e-06,0.00143,0.0009630000000000001,4,2.0,1.96,1.944,0.54,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2077039.0,4.426032483432355e-06
434,Uniform_028.csv,Uniform_029.csv,2042,Uniform_028.csv,21964,1.2e-06,0.0011300000000000001,0.00106,4,2.0,1.9580000000000002,1.942,0.5489999999999999,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,2026191.0,3.938418836779163e-06
435,Uniform_000.csv,Uniform_030.csv,1893,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1636355.0,4.521764045781521e-06
436,Uniform_001.csv,Uniform_030.csv,4700,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2702266.0,6.791693634988882e-06
437,Uniform_002.csv,Uniform_030.csv,1609,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1143750.0,5.501730275365191e-06
438,Uniform_003.csv,Uniform_030.csv,2703,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1281009.0,8.232586735890163e-06
439,Uniform_004.csv,Uniform_030.csv,2038,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1150121.0,6.938500785538383e-06
440,Uniform_005.csv,Uniform_030.csv,4505,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2805995.0,6.275594570167797e-06
441,Uniform_006.csv,Uniform_030.csv,2889,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1948652.0,5.789124984639481e-06
442,Uniform_007.csv,Uniform_030.csv,1388,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,997230.0,5.437619798050875e-06
443,Uniform_008.csv,Uniform_030.csv,2397,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1271241.0,7.364136384223659e-06
444,Uniform_009.csv,Uniform_030.csv,3655,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2149276.0,6.645654640074254e-06
445,Uniform_010.csv,Uniform_030.csv,4517,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2543118.0,6.9443638598959265e-06
446,Uniform_011.csv,Uniform_030.csv,3017,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1887924.0,6.240145270747369e-06
447,Uniform_012.csv,Uniform_030.csv,4538,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2630020.0,6.746643943073882e-06
448,Uniform_013.csv,Uniform_030.csv,5011,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2847642.0,6.8768257742562695e-06
449,Uniform_014.csv,Uniform_030.csv,2461,Uniform_014.csv,18532,7.970000000000001e-07,0.000752,0.00106,4,1.999,1.954,1.9369999999999998,0.58,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1765186.0,5.437610496620127e-06
450,Uniform_015.csv,Uniform_030.csv,2829,Uniform_015.csv,21304,8.32e-07,0.0010199999999999999,0.000817,4,1.999,1.956,1.939,0.564,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2031906.0,5.437391038835142e-06
451,Uniform_016.csv,Uniform_030.csv,3777,Uniform_016.csv,27017,9.8e-07,0.000755,0.0013,4,1.979,1.966,1.953,0.529,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2575491.0,5.724382365135165e-06
452,Uniform_017.csv,Uniform_030.csv,4413,Uniform_017.csv,28338,1.32e-06,0.000904,0.00146,4,2.0,1.9680000000000002,1.955,0.512,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2703422.0,6.376516746189474e-06
453,Uniform_018.csv,Uniform_030.csv,3935,Uniform_018.csv,23730,1.36e-06,0.00149,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.534,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2263436.0,6.789937419726461e-06
454,Uniform_019.csv,Uniform_030.csv,2755,Uniform_019.csv,21709,7.39e-07,0.000909,0.0008119999999999999,4,1.4869999999999999,1.9580000000000002,1.942,0.565,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2070806.0,5.1963758728077176e-06
455,Uniform_020.csv,Uniform_030.csv,3367,Uniform_020.csv,29668,6.16e-07,0.000796,0.0007740000000000001,4,1.982,1.9680000000000002,1.956,0.5329999999999999,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2829021.0,4.647010129416596e-06
456,Uniform_021.csv,Uniform_030.csv,3248,Uniform_021.csv,23557,9.5e-07,0.0008359999999999999,0.00114,4,2.0,1.96,1.945,0.547,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2245812.0,5.645661192740415e-06
457,Uniform_022.csv,Uniform_030.csv,3720,Uniform_022.csv,25684,1.1e-06,0.00116,0.000949,4,2.0,1.965,1.9509999999999998,0.532,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2450889.0,5.930605714698506e-06
458,Uniform_023.csv,Uniform_030.csv,2650,Uniform_023.csv,19381,8.76e-07,0.00109,0.000805,4,1.4980000000000002,1.954,1.9369999999999998,0.573,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1849670.0,5.598716353357359e-06
459,Uniform_024.csv,Uniform_030.csv,4241,Uniform_024.csv,28602,1.12e-06,0.00109,0.00103,4,2.0,1.9680000000000002,1.955,0.519,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2730040.0,6.071425121267161e-06
460,Uniform_025.csv,Uniform_030.csv,2706,Uniform_025.csv,17331,1.26e-06,0.000926,0.0013599999999999999,4,1.999,1.9480000000000002,1.929,0.575,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1653608.0,6.3932684865008545e-06
461,Uniform_026.csv,Uniform_030.csv,2135,Uniform_026.csv,15785,9.770000000000001e-07,0.0009460000000000001,0.00103,4,1.9980000000000002,1.9469999999999998,1.9280000000000002,0.595,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,1503724.0,5.538243752089325e-06
462,Uniform_027.csv,Uniform_030.csv,3678,Uniform_027.csv,22540,1.38e-06,0.00143,0.0009630000000000001,4,2.0,1.96,1.944,0.54,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2149243.0,6.6815402087387276e-06
463,Uniform_028.csv,Uniform_030.csv,3223,Uniform_028.csv,21964,1.2e-06,0.0011300000000000001,0.00106,4,2.0,1.9580000000000002,1.942,0.5489999999999999,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2092488.0,6.00852183263801e-06
464,Uniform_029.csv,Uniform_030.csv,3095,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,2253941.0,5.368550264475081e-06
465,Uniform_000.csv,Uniform_031.csv,1362,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1439030.0,3.695189875296946e-06
466,Uniform_001.csv,Uniform_031.csv,3390,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2382084.0,5.5639381910345585e-06
467,Uniform_002.csv,Uniform_031.csv,1227,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1006788.0,4.765299300215603e-06
468,Uniform_003.csv,Uniform_031.csv,1890,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1130040.0,6.538143418001899e-06
469,Uniform_004.csv,Uniform_031.csv,1572,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1009429.0,6.078779262332712e-06
470,Uniform_005.csv,Uniform_031.csv,3070,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2466909.0,4.857365994907822e-06
471,Uniform_006.csv,Uniform_031.csv,1975,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1717944.0,4.495053379248214e-06
472,Uniform_007.csv,Uniform_031.csv,1033,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,878615.0,4.596444948401101e-06
473,Uniform_008.csv,Uniform_031.csv,1742,Uniform_008.csv,13328,1.69e-06,0.0013800000000000002,0.00123,4,1.995,1.975,1.965,0.599,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1118799.0,6.078610404258439e-06
474,Uniform_009.csv,Uniform_031.csv,2731,Uniform_009.csv,22520,1.4e-06,0.00143,0.00098,4,2.0,1.959,1.944,0.539,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1892223.0,5.639939644591697e-06
475,Uniform_010.csv,Uniform_031.csv,3311,Uniform_010.csv,26634,1.49e-06,0.00144,0.0010400000000000001,4,2.0,1.966,1.952,0.515,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2237269.0,5.781545233577116e-06
476,Uniform_011.csv,Uniform_031.csv,2192,Uniform_011.csv,19797,1.21e-06,0.00118,0.0010199999999999999,4,1.999,1.954,1.9369999999999998,0.561,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1661706.0,5.14946735408485e-06
477,Uniform_012.csv,Uniform_031.csv,3171,Uniform_012.csv,27542,1.47e-06,0.00108,0.0013599999999999999,4,2.0,1.966,1.953,0.512,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2313089.0,5.354536835400579e-06
478,Uniform_013.csv,Uniform_031.csv,3467,Uniform_013.csv,29837,1.51e-06,0.0011099999999999999,0.0013599999999999999,4,2.0,1.9680000000000002,1.956,0.5,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2503307.0,5.404055863790758e-06
479,Uniform_014.csv,Uniform_031.csv,1623,Uniform_014.csv,18532,7.970000000000001e-07,0.000752,0.00106,4,1.999,1.954,1.9369999999999998,0.58,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1556038.0,4.073027766676009e-06
480,Uniform_015.csv,Uniform_031.csv,2033,Uniform_015.csv,21304,8.32e-07,0.0010199999999999999,0.000817,4,1.999,1.956,1.939,0.564,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1789752.0,4.438102903072042e-06
481,Uniform_016.csv,Uniform_031.csv,2525,Uniform_016.csv,27017,9.8e-07,0.000755,0.0013,4,1.979,1.966,1.953,0.529,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2270087.0,4.3465572290430155e-06
482,Uniform_017.csv,Uniform_031.csv,3237,Uniform_017.csv,28338,1.32e-06,0.000904,0.00146,4,2.0,1.9680000000000002,1.955,0.512,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2379697.0,5.312447435572814e-06
483,Uniform_018.csv,Uniform_031.csv,2859,Uniform_018.csv,23730,1.36e-06,0.00149,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.534,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1994268.0,5.603218516938007e-06
484,Uniform_019.csv,Uniform_031.csv,1872,Uniform_019.csv,21709,7.39e-07,0.000909,0.0008119999999999999,4,1.4869999999999999,1.9580000000000002,1.942,0.565,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1824821.0,4.010395167072784e-06
485,Uniform_020.csv,Uniform_031.csv,2395,Uniform_020.csv,29668,6.16e-07,0.000796,0.0007740000000000001,4,1.982,1.9680000000000002,1.956,0.5329999999999999,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2492734.0,3.754381402286253e-06
486,Uniform_021.csv,Uniform_031.csv,2221,Uniform_021.csv,23557,9.5e-07,0.0008359999999999999,0.00114,4,2.0,1.96,1.945,0.547,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1977778.0,4.384799293482284e-06
487,Uniform_022.csv,Uniform_031.csv,2681,Uniform_022.csv,25684,1.1e-06,0.00116,0.000949,4,2.0,1.965,1.9509999999999998,0.532,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2155312.0,4.854620608701412e-06
488,Uniform_023.csv,Uniform_031.csv,1734,Uniform_023.csv,19381,8.76e-07,0.00109,0.000805,4,1.4980000000000002,1.954,1.9369999999999998,0.573,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1627649.0,4.160964916917889e-06
489,Uniform_024.csv,Uniform_031.csv,3068,Uniform_024.csv,28602,1.12e-06,0.00109,0.00103,4,2.0,1.9680000000000002,1.955,0.519,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2402335.0,4.988616231418356e-06
490,Uniform_025.csv,Uniform_031.csv,1904,Uniform_025.csv,17331,1.26e-06,0.000926,0.0013599999999999999,4,1.999,1.9480000000000002,1.929,0.575,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1455851.0,5.109336006847068e-06
491,Uniform_026.csv,Uniform_031.csv,1574,Uniform_026.csv,15785,9.770000000000001e-07,0.0009460000000000001,0.00103,4,1.9980000000000002,1.9469999999999998,1.9280000000000002,0.595,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1326635.0,4.637471827137678e-06
492,Uniform_027.csv,Uniform_031.csv,2763,Uniform_027.csv,22540,1.38e-06,0.00143,0.0009630000000000001,4,2.0,1.96,1.944,0.54,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1893070.0,5.700961599329569e-06
493,Uniform_028.csv,Uniform_031.csv,2273,Uniform_028.csv,21964,1.2e-06,0.0011300000000000001,0.00106,4,2.0,1.9580000000000002,1.942,0.5489999999999999,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1843317.0,4.812925543715754e-06
494,Uniform_029.csv,Uniform_031.csv,2232,Uniform_029.csv,23606,8.47e-07,0.0009289999999999999,0.0009119999999999999,4,2.0,1.9609999999999999,1.946,0.552,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,1983234.0,4.3973691974359115e-06
495,Uniform_030.csv,Uniform_031.csv,3477,Uniform_030.csv,24422,1.96e-06,0.00134,0.00146,4,2.0,1.963,1.949,0.515,Uniform_031.csv,21502,1.27e-06,0.0008470000000000001,0.0015,4,1.999,1.959,1.943,0.5479999999999999,2050567.0,6.621320441584982e-06
496,Uniform_000.csv,Uniform_032.csv,806,Uniform_000.csv,17142,6.1e-07,0.000769,0.000794,4,1.4495,1.9469999999999998,1.9280000000000002,0.595,Uniform_032.csv,15184,9.69e-07,0.0009390000000000001,0.00103,4,1.9969999999999999,1.942,1.922,0.597,1017509.0,3.0966160180155126e-06
497,Uniform_001.csv,Uniform_032.csv,2127,Uniform_001.csv,28336,1.52e-06,0.0010199999999999999,0.00149,4,2.0,1.9669999999999999,1.954,0.506,Uniform_032.csv,15184,9.69e-07,0.0009390000000000001,0.00103,4,1.9969999999999999,1.942,1.922,0.597,1681796.0,4.943593482158104e-06
498,Uniform_002.csv,Uniform_032.csv,737,Uniform_002.csv,11975,9.73e-07,0.0009339999999999999,0.0010400000000000001,4,1.994,1.929,1.96,0.624,Uniform_032.csv,15184,9.69e-07,0.0009390000000000001,0.00103,4,1.9969999999999999,1.942,1.922,0.597,709688.0,4.0532722061020175e-06
499,Uniform_003.csv,Uniform_032.csv,1218,Uniform_003.csv,13444,1.96e-06,0.00149,0.00132,4,1.996,1.974,1.963,0.5920000000000001,Uniform_032.csv,15184,9.69e-07,0.0009390000000000001,0.00103,4,1.9969999999999999,1.942,1.922,0.597,799856.0,5.966677838429967e-06
500,Uniform_004.csv,Uniform_032.csv,891,Uniform_004.csv,12027,1.52e-06,0.00149,0.0010199999999999999,4,1.993,1.975,1.964,0.613,Uniform_032.csv,15184,9.69e-07,0.0009390000000000001,0.00103,4,1.9969999999999999,1.942,1.922,0.597,713852.0,4.879037970677672e-06
501,Uniform_005.csv,Uniform_032.csv,1926,Uniform_005.csv,29394,1.18e-06,0.000944,0.00125,4,2.0,1.9680000000000002,1.955,0.512,Uniform_032.csv,15184,9.69e-07,0.0009390000000000001,0.00103,4,1.9969999999999999,1.942,1.922,0.597,1742566.0,4.315304020024301e-06
502,Uniform_006.csv,Uniform_032.csv,1259,Uniform_006.csv,20434,1.06e-06,0.000868,0.00122,4,1.5219999999999998,1.954,1.936,0.561,Uniform_032.csv,15184,9.69e-07,0.0009390000000000001,0.00103,4,1.9969999999999999,1.942,1.922,0.597,1212415.0,4.057758031125009e-06
503,Uniform_007.csv,Uniform_032.csv,578,Uniform_007.csv,10452,8.82e-07,0.00114,0.0007769999999999999,4,1.9880000000000002,1.9180000000000001,1.892,0.642,Uniform_032.csv,15184,9.69e-07,0.0009390000000000001,0.00103,4,1.9969999999999999,1.942,1.922,0.597,620139.0,3.6420192947881166e-06
